ID,Gender,Brand,Name,Image,Price range,Rating,Option,Price,,,,
10000521,Female,Moschino,Moschino Toy 2 Bubble Gum,//product.hstatic.net/1000340570/product/moschino-toy-2-bubble-gum_9a86a81551934773ad8eaf1c2a45639e_grande.jpg,1.180.000? - 1.850.000?,19,Eau de Toilette 5ml,380.000?,,,,
10000584,Female,Chloe,Chloe Love Story,//product.hstatic.net/1000340570/product/chloe_love_story_d49d10af6d734ee8bd7f814824900b4a_grande.jpg,2.350.000?,19,Eau de Parfum 75ml,2.350.000?,,,,
10000585,Female,Chloe,Chloe Love Story,//product.hstatic.net/1000340570/product/chloe_love_story_d49d10af6d734ee8bd7f814824900b4a_grande.jpg,2.350.000?,19,Eau de Parfum 30ml,1.550.000?,,,,
10000621,Female,Maison Margiela,Maison Margiela Replica Sailing Day,//product.hstatic.net/1000340570/product/maison-margiela-_replica_-sailing-day_7d59b396f0524bd79a6dd5731a6b5278_grande.jpg,3.250.000?,19,Eau de Toilette 100ml,3.250.000?,,,,
10000702,Female,Marc Jacobs,Marc Jacobs Decadence,//product.hstatic.net/1000340570/product/marc-jacobs-decadence_c9064e51d53c433f8da8cef442f5adcc_grande.jpg,2.600.000?,19,Eau de Parfum 50ml,1.900.000?,,,,
10000703,Female,Marc Jacobs,Marc Jacobs Decadence,//product.hstatic.net/1000340570/product/marc-jacobs-decadence_c9064e51d53c433f8da8cef442f5adcc_grande.jpg,2.600.000?,19,Eau de Parfum 30ml,1.600.000?,,,,
10000704,Female,Marc Jacobs,Marc Jacobs Decadence,//product.hstatic.net/1000340570/product/marc-jacobs-decadence_c9064e51d53c433f8da8cef442f5adcc_grande.jpg,2.600.000?,19,Eau de Parfum 100ml,2.600.000?,,,,
10000815,Female,Maison Margiela,Maison Margiela Replica By the Fireplace,//product.hstatic.net/1000340570/product/maison-margiela-replica-by-the-fireplace_f36e1241f4d44f9ba77b78e71a0c566a_grande.jpg,3.250.000?,19,Eau de Toilette 100ml,3.250.000?,,,,
10000011,Female,Yves Saint Laurent,Yves Saint Laurent Black Opium,//product.hstatic.net/1000340570/product/yves-saint-laurent-black-opium_df8e16a71ae841559218b57b072a4e2b_grande.jpg,2.850.000?,18,Eau de Parfum 90ml,2.850.000?,,,,
10000012,Female,Yves Saint Laurent,Yves Saint Laurent Black Opium,//product.hstatic.net/1000340570/product/yves-saint-laurent-black-opium_df8e16a71ae841559218b57b072a4e2b_grande.jpg,2.850.000?,18,Eau de Parfum 7.5ml,480.000?,,,,
10000171,Female,Marc Jacobs,Marc Jacobs Perfect,//product.hstatic.net/1000340570/product/marc-jacobs-perfect_aaa151dab3fe4ba6b4beb28e32cee7bd_grande.jpg,2.400.000? - 2.680.000?,18,Eau de Parfum 50ml,2.030.000?,,,,
10000173,Female,Marc Jacobs,Marc Jacobs Perfect,//product.hstatic.net/1000340570/product/marc-jacobs-perfect_aaa151dab3fe4ba6b4beb28e32cee7bd_grande.jpg,2.400.000? - 2.680.000?,18,Eau de Parfum 100ml,2.680.000?,,,,
10000174,Female,Marc Jacobs,Marc Jacobs Perfect,//product.hstatic.net/1000340570/product/marc-jacobs-perfect_aaa151dab3fe4ba6b4beb28e32cee7bd_grande.jpg,2.400.000? - 2.680.000?,18,Eau de Parfum 5ml,380.000?,,,,
10000536,Female,Dolce & Gabbana,Dolce & Gabbana Dolce Rose,//product.hstatic.net/1000340570/product/dolce-_-gabbana-dolce-rose_5ce87d94492247809108166062362e36_grande.jpg,1.500.000? - 2.500.000?,18,Eau de Toilette 30ml,1.500.000?,,,,
10000537,Female,Dolce & Gabbana,Dolce & Gabbana Dolce Rose,//product.hstatic.net/1000340570/product/dolce-_-gabbana-dolce-rose_5ce87d94492247809108166062362e36_grande.jpg,1.500.000? - 2.500.000?,18,Eau de Toilette 75ml,2.500.000?,,,,
10000678,Female,Coach,Coach Floral Eau De Parfum,//product.hstatic.net/1000340570/product/coach-floral-eau-de-parfum_0b12e0f9d7ad4427b42c1a52778cfedb_grande.jpg,1.800.000? - 2.350.000?,18,Eau de Parfum 30ml,1.280.000?,,,,
10000679,Female,Coach,Coach Floral Eau De Parfum,//product.hstatic.net/1000340570/product/coach-floral-eau-de-parfum_0b12e0f9d7ad4427b42c1a52778cfedb_grande.jpg,1.800.000? - 2.350.000?,18,Eau de Parfum 50ml,1.800.000?,,,,
10000680,Female,Coach,Coach Floral Eau De Parfum,//product.hstatic.net/1000340570/product/coach-floral-eau-de-parfum_0b12e0f9d7ad4427b42c1a52778cfedb_grande.jpg,1.800.000? - 2.350.000?,18,Eau de Parfum 90ml,2.350.000?,,,,
10000009,Female,Calvin Klein,Calvin Klein CK One Gold,//product.hstatic.net/1000340570/product/ck-one-gold_9cac464fd12640c28a22e3144a33843c_grande.jpg,1.380.000? - 1.050.000?,17,Eau de Toilette 200ml,1.380.000?,,,,
10000010,Female,Calvin Klein,Calvin Klein CK One Gold,//product.hstatic.net/1000340570/product/ck-one-gold_9cac464fd12640c28a22e3144a33843c_grande.jpg,1.380.000? - 1.050.000?,17,Eau de Toilette 100ml,1.050.000?,,,,
10000309,Female,Carolina Herrera,Carolina Herrera Very Good Girl,//product.hstatic.net/1000340570/product/bdb004ab97034338a88b7a64ed6c0831_1f65379e97d746fe833ba573e13a8ce3_grande.jpg,1.780.000? - 3.600.000?,17,Eau de Parfum 30ml,1.780.000?,,,,
10000311,Female,Carolina Herrera,Carolina Herrera Very Good Girl,//product.hstatic.net/1000340570/product/bdb004ab97034338a88b7a64ed6c0831_1f65379e97d746fe833ba573e13a8ce3_grande.jpg,1.780.000? - 3.600.000?,17,Eau de Parfum 80ml,3.600.000?,,,,
10000566,Female,Gucci,Gucci Guilty For Woman,//product.hstatic.net/1000340570/product/gucci-guilty-for-woman_e74fc850f2f74247bd0f6e9ce612341c_grande.jpg,1.500.000? - 2.530.000?,17,Eau de Toilette 50ml,1.880.000?,,,,
10000567,Female,Gucci,Gucci Guilty For Woman,//product.hstatic.net/1000340570/product/gucci-guilty-for-woman_e74fc850f2f74247bd0f6e9ce612341c_grande.jpg,1.500.000? - 2.530.000?,17,Eau de Toilette 30ml,1.500.000?,,,,
10000568,Female,Gucci,Gucci Guilty For Woman,//product.hstatic.net/1000340570/product/gucci-guilty-for-woman_e74fc850f2f74247bd0f6e9ce612341c_grande.jpg,1.500.000? - 2.530.000?,17,Eau de Toilette 75ml,2.530.000?,,,,
10000614,Female,Le labo,Le Labo Santal 33,//product.hstatic.net/1000340570/product/le-labo-santal-33_fa66901a85514b839d9d57d41d8fd01d_grande.jpg,3.500.000? - 6.500.000?,17,Eau de Parfum 100ml,6.500.000?,,,,
10000615,Female,Le labo,Le Labo Santal 33,//product.hstatic.net/1000340570/product/le-labo-santal-33_fa66901a85514b839d9d57d41d8fd01d_grande.jpg,3.500.000? - 6.500.000?,17,Eau de Parfum 50ml,4.650.000?,,,,
10000616,Female,Le labo,Le Labo Santal 33,//product.hstatic.net/1000340570/product/le-labo-santal-33_fa66901a85514b839d9d57d41d8fd01d_grande.jpg,3.500.000? - 6.500.000?,17,Eau de Parfum 30ml,3.500.000?,,,,
10000691,Female,Elizabeth Arden,Elizabeth Arden Sunflowers Summer Bloom,//product.hstatic.net/1000340570/product/4ea7eafa416843ed90035b27ba224d75_36db6f88cadb4daeb5dd995e24312e2c_grande.jpg,580.000? - 680.000?,17,Eau de Toilette 100ml,680.000?,,,,
10000823,Female,Carolina Herrera,Carolina Herrera Good Girl Fantastic Pink,//product.hstatic.net/1000340570/product/good-girl-fantastic-pink-carolina-herrera_cb68e4f0ef4f46fb826ab71a7b8cded8_grande.jpg,2.850.000?,17,Eau de Parfum 80ml,2.850.000?,,,,
10000086,Female,Calvin Klein,Calvin Klein CK One,//product.hstatic.net/1000340570/product/calvin-klein-ck-one_42e53a9c35ec43f5b0fa71b70b71c6b6_grande.jpg,920.000? - 1.220.000?,16,Eau de Toilette 200ml,1.220.000?,,,,
10000087,Female,Calvin Klein,Calvin Klein CK One,//product.hstatic.net/1000340570/product/calvin-klein-ck-one_42e53a9c35ec43f5b0fa71b70b71c6b6_grande.jpg,920.000? - 1.220.000?,16,Eau de Toilette 100ml,920.000?,,,,
10000088,Female,Calvin Klein,Calvin Klein CK One,//product.hstatic.net/1000340570/product/calvin-klein-ck-one_42e53a9c35ec43f5b0fa71b70b71c6b6_grande.jpg,920.000? - 1.220.000?,16,Eau de Toilette 15ml,360.000?,,,,
10000185,Female,Bvlgari,Bvlgari Omnia Amethyste,//product.hstatic.net/1000340570/product/bvlgari-omnia-amethyste_7d17ddb95c614c2a9fa868fffab61b8b_grande.jpg,1.650.000?,16,Eau de Toilette 65ml,1.650.000?,,,,
10000186,Female,Bvlgari,Bvlgari Omnia Amethyste,//product.hstatic.net/1000340570/product/bvlgari-omnia-amethyste_7d17ddb95c614c2a9fa868fffab61b8b_grande.jpg,1.650.000?,16,Eau de Toilette 5ml,280.000?,,,,
10000391,Female,Salvatore Ferragamo,Salvatore Ferragamo Signorina Misteriosa,//product.hstatic.net/1000340570/product/salvatore_ferragamo_signorina_misteriosa_ac29cfd155c646c88a426c67c3aa4dc0_grande.jpg,1.300.000? - 1.950.000?,16,Eau de Parfum 50ml,1.600.000?,,,,
10000393,Female,Salvatore Ferragamo,Salvatore Ferragamo Signorina Misteriosa,//product.hstatic.net/1000340570/product/salvatore_ferragamo_signorina_misteriosa_ac29cfd155c646c88a426c67c3aa4dc0_grande.jpg,1.300.000? - 1.950.000?,16,Eau de Parfum 30ml,1.300.000?,,,,
10000394,Female,Salvatore Ferragamo,Salvatore Ferragamo Signorina Misteriosa,//product.hstatic.net/1000340570/product/salvatore_ferragamo_signorina_misteriosa_ac29cfd155c646c88a426c67c3aa4dc0_grande.jpg,1.300.000? - 1.950.000?,16,Eau de Parfum 100ml,1.950.000?,,,,
10000461,Female,Versace,Versace Dylan Blue Pour Femme Eau de Parfum,//product.hstatic.net/1000340570/product/versace-dylan-blue-pour-femme-eau-de-parfum_455f3aa1b9304526977800720c6bd40a_grande.jpg,1.300.000? - 2.300.000?,16,Eau de Parfum 30ml,1.300.000?,,,,
10000462,Female,Versace,Versace Dylan Blue Pour Femme Eau de Parfum,//product.hstatic.net/1000340570/product/versace-dylan-blue-pour-femme-eau-de-parfum_455f3aa1b9304526977800720c6bd40a_grande.jpg,1.300.000? - 2.300.000?,16,Eau de Parfum 50ml,1.550.000?,,,,
